Rk,Player,Pos,Age,Tm,G,GS,MP,FG,3P,DRB,TRB
517,Grant Williams,PF,24,BOS,79,23,25.9,2.7,1.5,3.5,4.6
518,Jalen Williams,SG,21,OKC,75,62,30.3,5.5,1,3.4,4.5
519,Jaylin Williams,PF,20,OKC,49,36,18.7,2.1,0.9,4,4.9
520,Jeenathan Williams,SG,23,POR,5,4,25.4,4.8,0.6,1,3
521,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,0.9,3.1,4.9
522,Mark Williams,C,21,CHO,43,17,19.3,3.7,0,4.9,7.1
523,Patrick Williams,PF,21,CHI,82,65,28.3,3.8,1.4,3,4
524,Robert Williams,C,25,BOS,35,20,23.5,3.6,0,5.4,8.3
525,Vince Williams Jr.,SG,22,MEM,15,1,7,0.8,0.3,0.7,1
526,Ziaire Williams,SF,21,MEM,37,4,15.2,2.3,0.7,1.7,2.1
527,Zion Williamson,PF,22,NOP,29,29,33,9.8,0.2,5,7
528,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,0.3,0,0
529,Justise Winslow,SF,26,POR,29,11,26.8,2.8,0.5,3.3,5
530,James Wiseman,C,21,TOT,45,22,19.3,4.2,0.1,4.3,5.9
530,James Wiseman,C,21,GSW,21,0,12.5,2.8,0,2.6,3.5
530,James Wiseman,C,21,DET,24,22,25.2,5.4,0.1,5.8,8.1
531,Christian Wood,C,27,DAL,67,17,25.9,5.9,1.6,6,7.3
532,Delon Wright,PG,30,WAS,50,14,24.4,2.8,0.8,2.4,3.6
533,McKinley Wright IV,PG,24,DAL,27,1,12.4,1.7,0.3,1.4,1.7
534,Gabe York,SG,29,IND,3,0,18.7,2.7,2,2,2
535,Thaddeus Young,PF,34,TOR,54,9,14.7,2,0.1,1.8,3.1
536,Trae Young,PG,24,ATL,73,73,34.8,8.2,2.1,2.2,3
537,Omer Yurtseven,C,24,MIA,9,0,9.2,1.8,0.3,1.7,2.6
538,Cody Zeller,C,30,MIA,15,2,14.5,2.5,0,2.6,4.3
539,Ivica Zubac,C,25,LAC,76,76,28.6,4.3,0,6.8,9.9
